listing_id,product_name,wilaya,available_quantity_kg,quality_grade,price_dzd,seller_rating,days_listed,price_per_kg
L029,Potatoes,Oran,6579,Premium,309,3.9119869062439037,57,0.04696762425900593
L030,Potatoes,Oran,8866,Standard,890,3.4040735005605076,6,0.10038348748026167
L031,Wheat,Blida,19370,Commercial,961,4.248472069284461,46,0.049612803304078475
L032,Wheat,Blida,16224,Standard,530,4.6885984827789535,15,0.03266765285996055
L033,Potatoes,Constantine,17352,Commercial,968,4.188869629192782,12,0.0557860765329645
L034,Tomatoes,Oran,9727,Premium,667,3.0576868911513118,25,0.06857201603783283
L035,Corn,Blida,19095,Standard,892,4.842077436890669,36,0.046713799423932965
L036,Tomatoes,Annaba,6331,Commercial,926,4.041265640056432,38,0.14626441320486494
L037,Tomatoes,Blida,10466,Standard,678,3.722793904918322,43,0.0647811962545385
L038,Corn,Annaba,701,Premium,810,4.952580861656974,13,1.1554921540656204
L039,Wheat,Oran,14786,Premium,402,4.857440859114027,46,0.027187880427431355
L040,Potatoes,Annaba,17019,Standard,635,4.6718125509912705,55,0.03731124037840061
L041,Potatoes,Blida,17248,Commercial,682,3.7260100644194383,47,0.039540816326530615
L042,Tomatoes,Constantine,1552,Premium,580,4.534272787122902,44,0.37371134020618557
L043,Wheat,Blida,7993,Premium,908,4.84030288918813,9,0.11359939947454022
L044,Wheat,Blida,58,Premium,564,3.7630609457349897,14,9.724137931034482
L045,Potatoes,Annaba,13741,Premium,592,3.028973634849736,55,0.043082745069500036
L046,Corn,Constantine,14558,Standard,453,3.792693917933752,51,0.03111691166369007
L047,Wheat,Constantine,7529,Standard,446,3.8148846109085177,44,0.05923761455704609
L048,Corn,Annaba,10696,Commercial,406,4.657724836268162,30,0.03795811518324607
L049,Carrots,Blida,4324,Premium,856,3.2902821919962517,27,0.19796484736355227
L050,Potatoes,Annaba,11801,Premium,409,4.450423250516699,13,0.03465807982374375
L051,Carrots,Algiers,971,Premium,974,3.5132574229106557,49,1.0030895983522141
L052,Wheat,Annaba,15624,Premium,392,4.150662689727284,8,0.025089605734767026
L053,Carrots,Blida,14599,Standard,808,4.555844406239704,9,0.05534625659291732
L054,Tomatoes,Constantine,7431,Standard,348,4.707750672216642,27,0.046830843762616065
L055,Carrots,Algiers,19711,Premium,752,4.57295053911819,2,0.038151286083912536
L056,Corn,Annaba,12187,Standard,881,3.1339219285827786,40,0.07229014523672767
L057,Carrots,Constantine,5978,Premium,944,4.030885062126128,28,0.15791234526597525
L058,Potatoes,Oran,18986,Standard,996,4.079350868487917,39,0.052459707152638785
L059,Carrots,Algiers,14297,Commercial,787,3.7956929526233454,49,0.055046513254528924
L060,Carrots,Annaba,6051,Commercial,401,3.215274051645437,31,0.06627003801024624
L061,Corn,Oran,11945,Commercial,341,3.5635906233962276,46,0.028547509418166597
L062,Wheat,Blida,6921,Standard,559,3.5397931136184546,56,0.08076867504695853
L063,Corn,Blida,5679,Premium,719,4.568739066764077,7,0.12660679697129776
L064,Carrots,Algiers,1541,Premium,893,4.411043285680509,18,0.5794938351719663
L065,Potatoes,Oran,6188,Commercial,677,3.7546665112995403,38,0.10940530058177117
L066,Carrots,Annaba,10139,Premium,494,4.928515152082905,9,0.048722753723246866
L067,Corn,Blida,19727,Premium,850,4.5676869851976845,5,0.04308815329244183
L068,Potatoes,Oran,18523,Commercial,425,4.828292784747555,28,0.02294444744371862
L069,Carrots,Algiers,12318,Standard,337,3.7361776595102762,13,0.027358337392433835
L070,Wheat,Algiers,9945,Premium,578,4.108406620010544,57,0.05811965811965812
L071,Corn,Oran,3704,Standard,566,3.8722568232882355,38,0.15280777537796977
L072,Tomatoes,Algiers,7783,Premium,785,4.036261289146382,24,0.10086085057175896
L073,Wheat,Constantine,13982,Commercial,730,4.095177502426742,31,0.05220998426548419
L074,Tomatoes,Constantine,1277,Commercial,382,4.089347215725642,14,0.29913860610806575
L075,Corn,Annaba,15875,Premium,857,4.729162844809174,2,0.053984251968503934
L076,Carrots,Algiers,9174,Standard,825,3.2228897999421076,8,0.08992805755395683
L077,Corn,Algiers,11939,Commercial,904,4.5189678281681465,48,0.07571823435798643
L078,Potatoes,Annaba,5365,Standard,748,4.745726315265765,12,0.13942218080149116
L079,Corn,Annaba,7120,Commercial,440,4.4796350697204215,37,0.06179775280898876
L080,Corn,Oran,1398,Standard,519,4.459678791496971,51,0.37124463519313305
L081,Potatoes,Annaba,4280,Commercial,612,4.471907353144182,49,0.14299065420560747
L082,Corn,Algiers,13556,Standard,375,4.852973478850177,22,0.027663027441723224
L083,Tomatoes,Oran,12569,Premium,309,4.295577526964336,18,0.024584294693293023
L084,Corn,Constantine,9675,Commercial,955,4.063415153694863,19,0.0987080103359173
L085,Tomatoes,Oran,17697,Commercial,512,4.393253800404747,9,0.028931457309148444
L086,Carrots,Oran,4310,Standard,955,3.5549973960941124,50,0.22157772621809746
L087,Potatoes,Algiers,2275,Premium,864,3.591732126748239,38,0.3797802197802198
L088,Carrots,Algiers,1186,Standard,692,4.196557203137308,10,0.5834738617200674
L089,Corn,Algiers,1048,Premium,479,4.055682455138072,59,0.4570610687022901
L090,Carrots,Algiers,10514,Standard,581,4.142616100449512,29,0.05525965379494008
L091,Carrots,Algiers,15398,Standard,512,4.3174541582516754,10,0.03325107156773607
L092,Potatoes,Blida,1525,Commercial,639,4.389456985487277,38,0.4190163934426229
L093,Potatoes,Algiers,8344,Standard,490,4.577118209103372,7,0.0587248322147651
L094,Tomatoes,Constantine,4286,Premium,971,4.459713092011138,39,0.22655156322911807
L095,Wheat,Annaba,11807,Standard,674,4.399212543812639,4,0.05708478021512662
L096,Carrots,Algiers,8361,Premium,577,3.586952019940502,32,0.06901088386556632
L097,Corn,Constantine,2914,Commercial,413,4.565176208158453,18,0.1417295813315031
L098,Wheat,Oran,11565,Standard,799,3.117867486901292,45,0.06908776480760917
L099,Corn,Constantine,18213,Premium,420,3.1903357419341085,37,0.02306045132597595
L100,Wheat,Blida,1162,Standard,880,4.718157665624401,13,0.7573149741824441
L101,Carrots,Constantine,14840,Premium,957,4.190095882423387,30,0.0644878706199461
L102,Tomatoes,Constantine,4785,Premium,464,4.579518413680297,8,0.09696969696969697
L103,Tomatoes,Oran,17062,Premium,730,4.928338837703029,1,0.042785136560778335
L104,Tomatoes,Oran,12241,Standard,520,3.9646828297526646,37,0.042480189526999425
L105,Carrots,Blida,6106,Standard,316,4.43371704692625,35,0.05175237471339666
L106,Wheat,Algiers,489,Commercial,541,3.168200113701039,11,1.1063394683026584
L107,Carrots,Oran,2736,Commercial,763,4.454272094393632,10,0.27887426900584794
L108,Wheat,Annaba,11240,Commercial,769,4.059776829470802,31,0.06841637010676156
L109,Carrots,Algiers,7167,Standard,741,3.505999416215363,54,0.10339053997488488
L110,Potatoes,Annaba,1515,Standard,636,4.849354201330664,57,0.4198019801980198
L111,Tomatoes,Algiers,5691,Commercial,352,4.786357723177748,32,0.06185204709189949
L112,Potatoes,Annaba,14314,Commercial,921,4.429911445326353,6,0.06434260164873551
L113,Potatoes,Oran,12236,Standard,873,3.6062307666161515,41,0.07134684537430533
L114,Wheat,Blida,5120,Premium,323,3.068403492046042,6,0.0630859375
L115,Carrots,Algiers,9499,Premium,537,3.6419705787440724,4,0.05653226655437414
L116,Potatoes,Blida,18362,Commercial,309,4.115460421294845,1,0.016828232218712557
L117,Corn,Constantine,9245,Commercial,722,4.591249955897202,22,0.0780962682531098
L118,Corn,Blida,4490,Standard,887,3.0327047748939577,59,0.19755011135857461
L119,Potatoes,Constantine,15204,Standard,646,3.8089149571823526,38,0.04248881873191265
L120,Corn,Constantine,11763,Premium,304,3.8441993313283183,20,0.025843747343364788
L121,Wheat,Annaba,19318,Premium,529,3.870754607124393,44,0.027383787141526037
L122,Tomatoes,Algiers,6684,Standard,396,3.977780482013647,17,0.059245960502693
L123,Wheat,Oran,14046,Commercial,558,4.698601854763801,10,0.03972661255873558
L124,Tomatoes,Algiers,4139,Standard,559,3.245389404250595,26,0.13505677699927518
L125,Tomatoes,Oran,12388,Premium,522,4.763974517024813,16,0.042137552470132386
L126,Wheat,Annaba,10186,Premium,980,4.992723059949813,11,0.09621048497938346
L127,Tomatoes,Constantine,10817,Standard,772,3.3306351338256617,4,0.07136914116668207
L128,Tomatoes,Constantine,11585,Premium,434,3.131044150654864,38,0.03746223564954683
L129,Carrots,Annaba,11342,Premium,728,3.918566954419325,41,0.06418621054487744
L130,Tomatoes,Algiers,15869,Premium,650,4.658249179201578,17,0.04096036297183187
L131,Tomatoes,Blida,786,Commercial,445,4.914084202838024,18,0.5661577608142494
L132,Carrots,Blida,3407,Commercial,368,4.422347493964273,18,0.10801291458761374
L133,Corn,Algiers,4992,Commercial,321,3.0301622962432457,36,0.06430288461538461
L134,Wheat,Constantine,4547,Commercial,722,3.70756432416327,34,0.15878601275566306
L135,Corn,Oran,15634,Commercial,681,3.023783358661909,59,0.043558910067800945
L136,Wheat,Constantine,14035,Commercial,476,4.13415165421478,21,0.03391521197007481
L137,Potatoes,Blida,15084,Premium,404,4.288784774470831,54,0.026783346592415803
L138,Corn,Blida,2557,Commercial,980,4.927462048159484,58,0.38326163472819713
L139,Carrots,Constantine,3623,Commercial,581,3.4658350982182005,21,0.16036433894562518
L140,Corn,Oran,11705,Premium,422,4.7531118421517,20,0.03605296881674498
L141,Potatoes,Annaba,14286,Standard,912,4.407261339610274,42,0.06383872322553549
L142,Potatoes,Annaba,6997,Standard,355,3.6593632230222806,5,0.050736029727025865
L143,Carrots,Blida,17648,Premium,350,3.666648973960459,41,0.019832275611967362
L144,Potatoes,Annaba,2325,Premium,488,3.569950011573276,23,0.20989247311827958
L145,Tomatoes,Blida,19691,Premium,328,3.128205693828307,39,0.016657356152557007
L146,Corn,Oran,13409,Premium,922,4.299374602782588,12,0.06875978820195391
L147,Wheat,Blida,11337,Premium,472,3.5880253451593616,17,0.041633589132927584
L148,Wheat,Annaba,17099,Commercial,764,4.22417740208048,4,0.04468097549564302
L149,Corn,Algiers,1027,Standard,804,4.221118977759641,9,0.7828627069133398
L150,Carrots,Blida,7060,Standard,636,3.112506327028551,37,0.09008498583569405
L151,Corn,Oran,15020,Standard,965,4.355118162374419,40,0.06424766977363515
L152,Corn,Blida,11885,Premium,515,3.9377670373893308,18,0.04333193100546908
L153,Potatoes,Blida,8794,Commercial,905,4.266099787588455,36,0.10291107573345463
L154,Carrots,Constantine,1974,Commercial,747,3.4004754513999482,22,0.378419452887538
L155,Carrots,Constantine,17524,Standard,915,3.889125903832319,22,0.052214106368409036
L156,Potatoes,Oran,9865,Standard,347,3.260179082021068,8,0.035174860618347695
L157,Potatoes,Algiers,8731,Standard,568,3.6683119301143114,34,0.06505554919253236
L158,Corn,Algiers,313,Premium,720,4.540557879819877,15,2.3003194888178915
L159,Potatoes,Algiers,17255,Premium,820,4.665943623118409,35,0.047522457258765576
L160,Potatoes,Oran,8233,Standard,783,3.9995293167741632,23,0.09510506498238795
L161,Corn,Constantine,7721,Commercial,861,3.637608966987132,30,0.1115140525838622
L162,Tomatoes,Constantine,13249,Commercial,736,3.565031982822571,22,0.05555136236697109
L163,Carrots,Constantine,9836,Premium,537,3.0175606447313115,53,0.054595363969093126
L164,Corn,Blida,18570,Premium,715,3.4271509749625753,4,0.038502961766289714
L165,Potatoes,Oran,13449,Standard,706,4.620628450740189,1,0.052494609264629344
L166,Carrots,Blida,4934,Commercial,357,3.22811569280402,50,0.07235508715038508
L167,Corn,Blida,11940,Standard,565,3.671116029645181,28,0.04731993299832496
L168,Wheat,Oran,2158,Commercial,433,3.560185641308272,14,0.20064874884151992
L169,Tomatoes,Constantine,13863,Commercial,831,3.6365108767262884,37,0.05994373512226791
L170,Wheat,Blida,6873,Standard,460,3.956089946519776,31,0.06692856103593772
L171,Potatoes,Constantine,9862,Standard,791,4.65357368625286,29,0.08020685459338876
L172,Carrots,Blida,18848,Commercial,756,3.1340168591912585,32,0.040110356536502544
L173,Tomatoes,Oran,5083,Commercial,747,3.4824130216357014,41,0.14696045642337202
L174,Tomatoes,Constantine,14971,Commercial,857,4.460758689482754,13,0.0572440050764812
L175,Corn,Algiers,3013,Standard,498,4.981232501698564,44,0.16528377032857616
L176,Corn,Blida,12614,Premium,733,3.3157051526252674,38,0.05811003646741716
L177,Corn,Algiers,6277,Premium,454,4.22875479916048,15,0.07232754500557591
L178,Carrots,Algiers,6794,Premium,965,3.7224305623603158,11,0.14203709155136884
L179,Wheat,Blida,15191,Commercial,738,4.6422054818086345,45,0.04858139687973142
L180,Wheat,Constantine,5460,Premium,531,4.391555231717542,49,0.09725274725274725
L181,Potatoes,Algiers,4944,Commercial,498,4.979823268624386,34,0.10072815533980582
L182,Potatoes,Constantine,13115,Commercial,793,4.82277032177406,59,0.06046511627906977
L183,Carrots,Constantine,7809,Standard,547,4.221769004682022,56,0.0700473812267896
L184,Corn,Algiers,16617,Premium,343,3.3715775577093354,41,0.020641511704880544
L185,Wheat,Blida,14277,Premium,710,3.1030411807161062,1,0.049730335504657844
L186,Carrots,Constantine,18151,Premium,899,4.943730419018927,27,0.04952895157291609
L187,Corn,Blida,14750,Premium,767,4.535424552026539,34,0.052
L188,Wheat,Algiers,9204,Premium,396,4.568321589294114,39,0.04302477183833116
L189,Potatoes,Blida,8541,Premium,671,3.4879067912336548,6,0.07856222924716075
L190,Potatoes,Annaba,590,Premium,703,3.373793942858631,50,1.1915254237288135
L191,Potatoes,Annaba,6819,Standard,669,4.624541592948223,41,0.09810822701275847
L192,Corn,Blida,17322,Commercial,358,3.0154306752725457,25,0.02066735942731786
L193,Potatoes,Algiers,4490,Premium,319,3.068219485031893,19,0.07104677060133631
L194,Tomatoes,Algiers,12729,Commercial,888,3.1726349863585597,1,0.06976196087673815
L195,Tomatoes,Constantine,12195,Standard,594,4.874125688865242,15,0.04870848708487085
L196,Potatoes,Constantine,18829,Premium,460,4.070025194576493,46,0.024430399915024697
L197,Tomatoes,Algiers,8705,Commercial,972,3.2365368670778825,29,0.11165996553704767
L198,Carrots,Constantine,3541,Commercial,475,4.467369182024424,56,0.1341428974865857
L199,Potatoes,Constantine,12069,Commercial,480,3.9498530111009504,22,0.039771314939100175
L200,Carrots,Blida,6097,Standard,849,4.538425289171469,9,0.13924881089060193
L201,Carrots,Algiers,3960,Standard,576,4.795713566000222,12,0.14545454545454545
L202,Corn,Constantine,14058,Commercial,937,4.875300513518942,39,0.06665243989187651
L203,Corn,Blida,4685,Standard,598,4.117351564081848,37,0.12764140875133403
L204,Potatoes,Annaba,1719,Standard,541,4.279503970075176,14,0.314717859220477
L205,Carrots,Annaba,9305,Premium,763,4.0884437261515085,59,0.08199892530897367
L206,Tomatoes,Blida,12648,Standard,829,3.28668696536049,12,0.06554395951929158
L207,Carrots,Constantine,4377,Premium,639,4.421970036290448,23,0.14599040438656613
L208,Potatoes,Algiers,1668,Commercial,742,3.6429894253226607,13,0.4448441247002398
L209,Carrots,Oran,19278,Standard,498,3.0531635610052654,34,0.02583255524431995
L210,Tomatoes,Constantine,7638,Standard,828,4.572727617616595,42,0.10840534171249018
L211,Tomatoes,Oran,13703,Standard,730,4.313435329436036,5,0.053273005911114356
L212,Corn,Blida,16110,Standard,943,3.5088193959833878,36,0.058535071384233396
L213,Wheat,Algiers,1745,Commercial,936,3.4229930974056506,42,0.5363896848137536
L214,Carrots,Annaba,5092,Premium,634,4.6190018344843855,53,0.12450903377847604
L215,Carrots,Oran,14798,Standard,879,4.584218269920656,27,0.059399918907960536
L216,Potatoes,Blida,4564,Standard,759,4.531832463168067,55,0.16630148992112181
L217,Corn,Constantine,14032,Commercial,524,3.6052469286201005,23,0.03734321550741163
L218,Corn,Oran,16075,Premium,491,4.5389274038168645,9,0.030544323483670296
L219,Potatoes,Blida,3780,Premium,754,3.1670198014048765,29,0.19947089947089947
L220,Wheat,Constantine,9266,Commercial,884,3.427549350831266,11,0.09540254694582344
L221,Potatoes,Constantine,12085,Standard,602,3.467437865192944,39,0.04981381878361605
L222,Wheat,Blida,4163,Premium,946,4.938970373606585,36,0.22723997117463368
L223,Corn,Algiers,10721,Premium,355,3.6744703980521556,23,0.033112582781456956
L224,Corn,Constantine,5203,Commercial,619,4.8183649554051105,51,0.11896982510090333
L225,Wheat,Algiers,1967,Premium,761,3.3349858726863975,23,0.3868835790543976
L226,Carrots,Constantine,2994,Commercial,876,3.7012937469705554,24,0.2925851703406814
L227,Tomatoes,Blida,862,Commercial,800,4.726491519940403,42,0.9280742459396751
L228,Carrots,Blida,13000,Standard,880,3.942520765356992,26,0.06769230769230769
L229,Carrots,Blida,8709,Standard,527,4.655815295924455,22,0.06051211390515559
L230,Wheat,Constantine,8562,Premium,939,3.522382160272697,32,0.10967063770147162
L231,Wheat,Blida,9418,Standard,367,4.543354292383443,45,0.03896793374389467
L232,Potatoes,Constantine,5133,Premium,304,3.784772861264004,53,0.05922462497564777
L233,Wheat,Constantine,6125,Commercial,595,3.7872513428743027,32,0.09714285714285714
L234,Carrots,Oran,17397,Commercial,879,4.0973935199172535,24,0.050525952750474216
L235,Potatoes,Constantine,15354,Standard,435,4.228529598586465,23,0.028331379445095742
L236,Corn,Oran,4391,Premium,312,3.732087010846632,59,0.07105442951491688
L237,Wheat,Oran,3042,Standard,396,4.096818178805579,39,0.1301775147928994
L238,Wheat,Constantine,19697,Standard,870,4.620166174099371,53,0.04416916281667259
L239,Corn,Constantine,9377,Premium,911,4.968295794301774,17,0.09715260744374533
L240,Carrots,Blida,9734,Commercial,792,3.3131460525004903,8,0.08136429011711527
L241,Carrots,Annaba,13076,Standard,917,3.4924990707418813,37,0.07012847965738758
L242,Potatoes,Oran,5034,Standard,790,3.6859663338965425,13,0.15693285657528805
L243,Carrots,Oran,2750,Commercial,852,3.0349626170742434,26,0.3098181818181818
L244,Wheat,Oran,10620,Commercial,477,4.311529699027969,48,0.044915254237288135
L245,Carrots,Annaba,11144,Premium,328,4.999713444189389,50,0.029432878679109833
L246,Carrots,Constantine,14800,Standard,956,3.3839749515505133,52,0.0645945945945946
L247,Potatoes,Blida,5144,Premium,781,3.649281564845336,19,0.15182737169517885
L248,Tomatoes,Blida,11503,Commercial,325,4.358139024768961,57,0.028253499087194645
L249,Carrots,Blida,17952,Commercial,428,4.162505371861349,26,0.023841354723707665
L250,Corn,Constantine,5579,Premium,494,3.3975057432876454,59,0.08854633446854275
L251,Tomatoes,Constantine,8276,Premium,620,3.363033336431574,39,0.0749154180763654
L252,Tomatoes,Blida,3769,Standard,590,4.808807337668755,2,0.15654019633855135
L253,Potatoes,Algiers,15664,Premium,577,3.35410877536579,46,0.03683605720122574
L254,Potatoes,Blida,18049,Premium,455,4.372411521779225,48,0.025209152861654385
L255,Tomatoes,Oran,12039,Premium,499,4.839064074489128,3,0.04144862530110474
L256,Wheat,Blida,18659,Premium,800,4.417839757677869,36,0.04287475213033925
L257,Potatoes,Annaba,6826,Standard,465,4.08821036456354,43,0.06812188690301788
L258,Carrots,Blida,15932,Standard,382,4.951792019343213,33,0.023976901832789353
L259,Corn,Algiers,12250,Standard,972,3.4181711625838824,16,0.0793469387755102
L260,Tomatoes,Constantine,19532,Commercial,968,3.774194410255963,4,0.04955969690763875
L261,Carrots,Annaba,10134,Commercial,737,3.5247482223296482,37,0.07272547858693507
L262,Tomatoes,Blida,13094,Standard,420,4.032244449838042,14,0.032075759890025965
L263,Wheat,Oran,1602,Commercial,687,4.806066403932176,42,0.4288389513108614
L264,Tomatoes,Annaba,5114,Commercial,522,4.559202254575372,15,0.1020727414939382
L265,Potatoes,Annaba,5038,Commercial,775,3.5653279191454894,45,0.1538308852719333
L266,Tomatoes,Oran,8845,Commercial,404,3.041010461434344,19,0.04567552289429056
L267,Carrots,Oran,17910,Standard,872,4.903875289698651,34,0.048687883863763264
L268,Carrots,Blida,7638,Premium,925,4.921662836192692,52,0.12110500130924326
L269,Corn,Oran,4913,Commercial,428,4.3395693347417446,45,0.08711581518420516
L270,Wheat,Oran,8554,Standard,354,4.2855093262098745,56,0.04138414776712649
L271,Potatoes,Blida,12216,Commercial,825,4.255105097508349,2,0.06753438113948919
L272,Wheat,Constantine,2446,Standard,793,4.190491389715314,49,0.32420278004905967
L273,Potatoes,Constantine,4251,Standard,518,4.139201057259811,21,0.12185368148670901
L274,Tomatoes,Oran,14599,Premium,331,4.221625925411441,44,0.022672785807247072
L275,Corn,Algiers,13223,Commercial,307,3.8315725047805866,46,0.02321712168191787
L276,Tomatoes,Blida,13349,Standard,891,4.743096686103057,37,0.06674657277698703
L277,Wheat,Annaba,6611,Commercial,748,3.965521082463966,30,0.11314475873544093
L278,Wheat,Annaba,19381,Standard,310,3.3482010306708023,29,0.015995046695216966
L279,Carrots,Algiers,6795,Standard,815,4.226092468374851,3,0.1199411331861663
L280,Potatoes,Oran,18395,Premium,735,3.8770313150845395,11,0.039956509921174235
L281,Carrots,Constantine,16362,Premium,988,3.8422251535149785,51,0.06038381615939372
L282,Tomatoes,Oran,15252,Commercial,505,4.196239302790188,50,0.033110411749278784
L283,Tomatoes,Blida,4494,Premium,638,3.3004326868271603,28,0.14196706720071206
L284,Corn,Annaba,18643,Standard,378,4.505397778748542,18,0.02027570669956552
L285,Tomatoes,Annaba,11256,Commercial,641,3.1622509619375823,20,0.056947405828002846
L286,Tomatoes,Algiers,5023,Premium,714,4.347289398728379,30,0.1421461278120645
L287,Corn,Annaba,8347,Commercial,431,3.6243697719998815,15,0.051635318078351505
L288,Wheat,Annaba,1060,Standard,845,4.673183506531534,30,0.7971698113207547
L289,Corn,Annaba,12293,Premium,792,4.47109053344017,22,0.0644269096233629
L290,Potatoes,Annaba,1383,Standard,363,4.880554449648494,23,0.26247288503253796
L291,Tomatoes,Annaba,13029,Commercial,915,4.040696306150269,38,0.07022795302786093
L292,Corn,Oran,18909,Standard,818,3.040616743377095,33,0.043259823364535405
L293,Potatoes,Oran,11242,Standard,858,4.819364431600702,40,0.07632093933463796
L294,Wheat,Oran,12096,Premium,416,3.0435856710966656,22,0.03439153439153439
L295,Tomatoes,Annaba,3007,Standard,902,3.4189494800727283,56,0.29996674426338543
L296,Wheat,Oran,8711,Commercial,537,3.900680769395377,23,0.061646194466766155
L297,Carrots,Algiers,17958,Commercial,436,3.6392738228629176,16,0.02427887292571556
L298,Corn,Constantine,16168,Standard,823,4.374380244551709,1,0.05090301830776843
L299,Corn,Oran,12580,Premium,599,4.92096453215802,44,0.04761526232114467
L300,Carrots,Constantine,14714,Commercial,920,4.049681560922794,54,0.06252548593176567
L301,Tomatoes,Blida,6960,Commercial,977,4.483062274206719,44,0.1403735632183908
L302,Potatoes,Annaba,363,Standard,809,4.545905015699583,3,2.228650137741047
L303,Corn,Annaba,11255,Premium,300,4.36804805259205,21,0.02665482007996446
L304,Carrots,Blida,8307,Standard,955,3.900715381941021,6,0.11496328397736849
L305,Wheat,Blida,9174,Commercial,990,3.0475602684988603,15,0.1079136690647482
L306,Potatoes,Algiers,7107,Premium,969,3.7301589773389834,22,0.13634444913465596
L307,Tomatoes,Annaba,8182,Premium,603,3.6008308769535082,7,0.07369836225861648
L308,Corn,Annaba,13149,Premium,996,3.7164631653146367,44,0.0757472051106548
L309,Corn,Annaba,1342,Commercial,542,3.6048849370800826,41,0.4038748137108793
L310,Wheat,Annaba,9840,Standard,367,4.070139480940364,33,0.03729674796747968
L311,Corn,Blida,10485,Standard,667,3.332229869886098,52,0.06361468764902241
L312,Potatoes,Annaba,17317,Standard,706,3.6887619119649036,29,0.04076918634867471
L313,Potatoes,Annaba,11408,Commercial,316,3.612654044350368,23,0.02769985974754558
L314,Carrots,Algiers,16332,Standard,827,4.776418002248584,48,0.05063678667646338
L315,Carrots,Blida,19006,Standard,586,3.255325821251085,14,0.03083236872566558
L316,Carrots,Oran,3638,Premium,892,3.2674651581901886,55,0.24518966465090708
L317,Tomatoes,Constantine,5628,Commercial,694,3.171989799660694,11,0.12331201137171287
L318,Tomatoes,Constantine,4080,Commercial,822,3.790897322310422,8,0.20147058823529412
L319,Potatoes,Blida,2014,Standard,856,4.176572189887621,3,0.42502482621648463
L320,Tomatoes,Constantine,17085,Standard,866,4.260271089945836,47,0.050687737781679836
L321,Tomatoes,Oran,12136,Commercial,830,4.274724583429137,43,0.06839156229400131
L322,Wheat,Oran,67,Standard,530,4.31686600698619,15,7.91044776119403
L323,Corn,Oran,4750,Premium,866,4.768279136202281,47,0.1823157894736842
L324,Wheat,Oran,3831,Standard,389,3.6928550351207976,31,0.10154006786739754
L325,Carrots,Blida,18848,Premium,732,3.382213605393518,10,0.038837011884550084
L326,Carrots,Algiers,5491,Premium,721,3.5308932153850776,53,0.1313057730832271
L327,Tomatoes,Oran,5280,Commercial,901,4.480535786881432,32,0.1706439393939394
L328,Potatoes,Blida,7814,Standard,826,4.618062169613101,6,0.10570770412080881
L329,Carrots,Blida,12556,Premium,565,4.991393373828644,41,0.04499840713603058
L330,Potatoes,Blida,17117,Commercial,545,4.985795757470754,24,0.031839691534731554
L331,Potatoes,Constantine,4979,Commercial,382,4.127216641792817,22,0.07672223338019683
L332,Wheat,Constantine,5102,Standard,411,4.43523943546316,24,0.08055664445315562
L333,Potatoes,Oran,16999,Commercial,839,4.988647995708661,49,0.04935584446143891
